Scenario ID,Type,Scenario Name,Description,KPI ID,Impact Type,Impact Value,Plausibility,Severity,Recovery Qtrs,Mitigation Lever,Calibration Source,Applied_Severity_Mult
S06_v1.5_1,Shock,Major cyber breach - 5-day MoMo outage,Ransomware locks MoMo platform for 5 days,FIN02,pct,-4.6055,2,5,3,Cyber resilience,revenue loss + fines,1.5
S02_v1.0_2,Stress,Inflation resurgence to 25%,CPI hits 25% due to fiscal slippage,FIN01,pct,-4.1957,3,3,2,Cost optimisation (enhanced),FY22 inflation impact,1.0
S62_v1.5_2,Stress,Ghana GDP growth 0% (stagnation),"No growth, high unemployment",FIN01,pct,-2.9708,3,3,2,Cost rationalisation (enhanced),macro drag,1.5
S15_v0.5_2,Stress,Cedi devaluation -40% (severe),"Cedi plummets 40% in 3 months, BoG intervenes",OPS04,pct,-12.4445,2,5,4,Emergency tariff repricing (enhanced),ARPU collapse,0.5
S13_v0.5_1,Combined,Network crisis + climate compound,Major outage + flooding + diesel shortage,Sites,delta,-176.8307,2,5,6,Resilience investment (enhanced),worst-case scenario,0.5
S28_v0.5_1,Stress,BoG MoMo interoperability mandate,Compulsory low‑cost interoperability with banks,SEG03,pct,-7.6025,4,4,2,Fintech platform (enhanced),Tanzania analogue,0.5
S45_v1.0_1,Stress,OTT substitution accelerates - voice collapse,WhatsApp voice + video kills traditional voice,SMSRev,pct,-32.6533,4,3,2,OTT monetisation,declining usage,1.0
S54_v1.5_1,Upside,Ghana GDP 8%+ super-cycle,"Oil & mining boom, GDP growth >8%",MoMoVolumes,pct,27.0967,2,3,2,Macro hedging,transaction growth,1.5
S05_v1.5_2,Stress,ECG tariff +40%,Power utility raises tariffs 40%,Opex,pct,17.1845,3,3,1,Energy efficiency,FY23 tariff hike,1.5
S06_v0.5_1,Shock,Major cyber breach - 5-day MoMo outage,Ransomware locks MoMo platform for 5 days,SEG03,pct,-6.3905,2,5,3,Cyber resilience (enhanced),industry benchmark,0.5
S25_v1.5_1,Stress,NCA universal service levy increase,Levy raised from 1% to 2% of revenue,Opex,abs,587.7611,3,3,1,Compliance,industry levy rate,1.5
S05_v1.5_1,Stress,ECG tariff +40%,Power utility raises tariffs 40%,FIN03,delta,-2.812,3,3,1,Energy efficiency (enhanced),pass-through cost,1.5
S41_v1.0_1,Shock,New MVNO entry - tech giant,Amazon or Google launches MVNO in Ghana,DataARPU,pct,-17.0731,2,4,3,Strategic partnership,international MVNO impact,1.0
S64_v1.5_1,Stress,NCA very large fine GHS 1.2bn,Major anti‑trust fine,FIN03,delta,-5.25,2,5,4,Legal reserve (enhanced),EBITDA reduction,1.5
S59_v1.5_1,Stress,Inflation 15% (moderate),CPI rises to 15% on food prices,FIN03,delta,-2.4729,3,2,1,Cost control (enhanced),FY23 average,1.5
S54_v1.0_1,Upside,Ghana GDP 8%+ super-cycle,"Oil & mining boom, GDP growth >8%",MoMoVolumes,pct,20.1032,2,3,2,Macro hedging,transaction growth,1.0
S34_v1.5_1,Shock,MoMo vendor insolvency - forced migration,"MoMo platform vendor goes bankrupt, 15‑day migration",MoMoUsers,pct,-17.3571,2,4,6,Vendor diversification,churn,1.5
S32_v1.0_2,Combined,Regulatory storm (spectrum + e-levy + tariff cap),Three major regulatory hits simultaneously,Capex,pct,19.3797,2,5,6,Unified response (enhanced),forced investment,1.0
S22_v1.0_1,Stress,Oil price spike - pass-through inflation,"Crude oil +50%, diesel +80%",DieselCost,pct,45.0982,3,3,1,Energy transition (enhanced),FY22 fuel price,1.0
S01_v1.5_2,Stress,Cedi devaluation -25%,Cedi drops 25% vs USD over 2 quarters,FIN01,pct,-12.7367,3,4,3,Emergency tariff repricing (enhanced),FY22 analogue 0.32 elasticity,1.5
S18_v1.5_1,Stress,Ghana sovereign downgrade to junk,"Moody's cuts Ghana to Caa1, foreign debt frozen",FXRepatriation,delta,1.3047,2,4,6,Onshore reinvestment,FY22 freeze,1.5
S34_v1.0_1,Shock,MoMo vendor insolvency - forced migration,"MoMo platform vendor goes bankrupt, 15‑day migration",EmergencyCapex,abs,1332.6873,2,4,6,Vendor diversification,industry risk,1.0
S07_v1.0_1,Shock,Spectrum dispute - 4G degradation,"Regulator forces spectrum reallocation, 4G speeds drop",FIN01,pct,-7.9507,2,4,2,Litigation & lobbying (enhanced),MTN Nigeria precedent,1.0
S06_v0.5_2,Shock,Major cyber breach - 5-day MoMo outage,Ransomware locks MoMo platform for 5 days,Reputation,delta,-1.0379,2,5,3,Cyber resilience,qualitative,0.5
S49_v1.5_1,Stress,Tower equipment supply chain disruption,Huawei sanctions delay tower equipment 6 months,RolloutDelay,delta,2.8315,3,3,2,Supplier diversification,quarters,1.5
S31_v1.5_2,Stress,Data Protection Act fine - major enforcement,DPC fines MTN GHS 500m for data breach,ComplianceOpex,abs,293.2372,3,3,2,Data compliance,remediation cost,1.5
S18_v1.0_1,Stress,Ghana sovereign downgrade to junk,"Moody's cuts Ghana to Caa1, foreign debt frozen",RiskPremium,delta,473.9266,2,4,6,Onshore reinvestment,sovereign spread,1.0
S53_v1.0_1,Upside,MoMo lending / micro-insurance breakthrough,"MoMo lending scales 5x, insurance attach rate 20%",DigitalRev,pct,82.4869,3,4,4,Fintech growth (enhanced),new revenue,1.0
S30_v1.0_2,Shock,SIM re-registration 2.0 - 6-month disruption,"Mandatory new SIM registration, 6‑month process",MoMoUsers,pct,-9.7527,3,4,6,Stakeholder engagement,fintech impact,1.0
S74_v1.5_1,Stress,Labour dispute - 1 week strike,"Short strike, minimal impact",Opex,abs,81.6425,4,2,1,Labour relations,small cost,1.5
S16_v1.5_2,Stress,Hyperinflation return - 50%+,"Inflation exceeds 50%, currency crisis deepens",FIN03,delta,-9.2241,2,5,6,Cost pass-through,operating leverage,1.5
S40_v1.0_2,Stress,Telecel aggressive bundle reset,Telecel launches low‑price voice+data bundle,CAC,pct,20.3167,4,3,2,Value proposition,customer acquisition,1.0
S15_v1.0_1,Stress,Cedi devaluation -40% (severe),"Cedi plummets 40% in 3 months, BoG intervenes",Capex,pct,-23.9395,2,5,4,Emergency tariff repricing,investment pause,1.0
S34_v1.0_1,Shock,MoMo vendor insolvency - forced migration,"MoMo platform vendor goes bankrupt, 15‑day migration",MoMoUsers,pct,-12.5836,2,4,6,Vendor diversification,churn,1.0
S32_v1.0_1,Combined,Regulatory storm (spectrum + e-levy + tariff cap),Three major regulatory hits simultaneously,FIN03,delta,-5.5682,2,5,6,Unified response,margin crash,1.0
S32_v0.5_2,Combined,Regulatory storm (spectrum + e-levy + tariff cap),Three major regulatory hits simultaneously,FIN01,pct,-7.0393,2,5,6,Unified response,compound effect,0.5
S32_v1.0_2,Combined,Regulatory storm (spectrum + e-levy + tariff cap),Three major regulatory hits simultaneously,FIN03,delta,-4.7717,2,5,6,Unified response,margin crash,1.0
S76_v0.5_1,Stress,Shareholder dividend pressure,Activist investors demand higher payout,Dividend,delta,0.2313,3,3,2,Capital allocation (enhanced),no direct KPI,0.5
S40_v0.5_2,Stress,Telecel aggressive bundle reset,Telecel launches low‑price voice+data bundle,CAC,pct,10.1581,4,3,2,Value proposition,customer acquisition,0.5
S07_v1.5_1,Shock,Spectrum dispute - 4G degradation,"Regulator forces spectrum reallocation, 4G speeds drop",DataUsage,pct,-22.8854,2,4,2,Litigation & lobbying (enhanced),user experience decline,1.5
S46_v1.5_2,Stress,Starlink Ghana rural expansion,Starlink launches low‑cost rural satellite broadband,ARPU,delta,-0.6992,3,3,2,Satellite partnership,pricing pressure,1.5
S15_v1.5_1,Stress,Cedi devaluation -40% (severe),"Cedi plummets 40% in 3 months, BoG intervenes",FIN03,delta,-6.3098,2,5,4,Emergency tariff repricing (enhanced),USD cost pass-through,1.5
S29_v0.5_2,Shock,NCA partial licence revocation,NCA revokes MTN's data licence in 2 regions,GroupWriteDown,delta,0.5708,1,5,8,Legal defence,impairment,0.5
S16_v1.0_2,Stress,Hyperinflation return - 50%+,"Inflation exceeds 50%, currency crisis deepens",OPS01,pct,-3.5449,2,5,6,Cost pass-through,reduced affordability,1.0
S28_v1.0_2,Stress,BoG MoMo interoperability mandate,Compulsory low‑cost interoperability with banks,FeeYield,pct,-32.3585,4,4,2,Fintech platform,revenue erosion,1.0
S01_v1.0_2,Stress,Cedi devaluation -25%,Cedi drops 25% vs USD over 2 quarters,FIN03,delta,-1.6939,3,4,3,Emergency tariff repricing,FY22 analogue 0.32 elasticity,1.0
S73_v1.5_1,Stress,Localised flood - 50 sites down,Regional flooding affects 50 towers,FIN01,pct,-0.4685,4,2,1,Local resilience (enhanced),short outage,1.5
S12_v1.5_1,Combined,Fintech disruption + regulatory pressure,Bank-led wallets capture MoMo share + e-levy hike,SEG03,pct,-48.5104,3,4,4,Fintech strategy,industry analysis,1.5
S49_v0.5_1,Stress,Tower equipment supply chain disruption,Huawei sanctions delay tower equipment 6 months,CapexEfficiency,pct,-13.821,3,3,2,Supplier diversification,global chip shortage,0.5
S05_v1.0_2,Stress,ECG tariff +40%,Power utility raises tariffs 40%,FIN03,delta,-2.248,3,3,1,Energy efficiency,pass-through cost,1.0
S68_v1.0_2,Stress,Subsea cable cut - minor 1 week,"Single fibre cut, 10% capacity loss",FIN01,pct,-0.5341,4,2,1,Redundancy planning,limited impact,1.0
S38_v0.5_1,Shock,National grid + telecoms cyberattack,State‑sponsored attack on grid and telcos,FIN01,pct,-7.6179,1,5,8,National security (enhanced),revenue collapse,0.5
S50_v1.5_1,Shock,CEO + CFO simultaneous departure,Both top executives resign unexpectedly,SharePrice,pct,-13.9976,2,3,1,Succession planning,market reaction,1.5
S14_v1.5_2,Combined,Reverse-FY25 - all tailwinds vanish,"Cedi weakens, inflation rises, regulatory crackdown",Opex,pct,30.1128,3,5,4,Base case review (enhanced),cost pressure,1.5
S23_v1.5_2,Shock,BoG FX intervention failure - disorderly devaluation,"Cedi hits 18 GHS/USD, BoG runs out of reserves",Cedi,delta,-52.272,2,5,6,Hard currency reserves,FY22 disorderly,1.5
S13_v0.5_2,Combined,Network crisis + climate compound,Major outage + flooding + diesel shortage,OPS07,delta,-1.4654,2,5,6,Resilience investment,coverage loss,0.5
S57_v1.5_2,Stress,Cedi devaluation -15% (mild),Cedi weakens 15% gradually,OPS04,pct,-11.7592,3,2,2,Tariff repricing (enhanced),ARPU effect,1.5
S30_v1.5_2,Shock,SIM re-registration 2.0 - 6-month disruption,"Mandatory new SIM registration, 6‑month process",MoMoUsers,pct,-13.9265,3,4,6,Stakeholder engagement,fintech impact,1.5
S44_v0.5_1,Shock,Bank-led mobile wallet captures MoMo share,Consortium of banks launches unified wallet,SEG03,pct,-10.5861,3,4,3,Fintech partnership,revenue loss,0.5
S14_v1.5_2,Combined,Reverse-FY25 - all tailwinds vanish,"Cedi weakens, inflation rises, regulatory crackdown",FIN01,pct,-8.6257,3,5,4,Base case review (enhanced),FY22 data,1.5
S72_v1.5_1,Stress,ECG load-shedding Stage 3 - 3 months,Daily 4‑hour power cuts,SiteAvailability,delta,-1.534,4,3,3,Power backup,minor degradation,1.5
S40_v1.5_2,Stress,Telecel aggressive bundle reset,Telecel launches low‑price voice+data bundle,DataShare,delta,-3.1524,4,3,2,Value proposition (enhanced),market share shift,1.5
S30_v0.5_2,Shock,SIM re-registration 2.0 - 6-month disruption,"Mandatory new SIM registration, 6‑month process",DataSubs,pct,-3.0498,3,4,6,Stakeholder engagement,data impact,0.5
S64_v0.5_2,Stress,NCA very large fine GHS 1.2bn,Major anti‑trust fine,FIN03,delta,-2.1414,2,5,4,Legal reserve (enhanced),EBITDA reduction,0.5
S11_v1.0_2,Combined,Ghana macro reversal,"IMF suspension, cedi collapse, inflation spike",FIN01,pct,-12.295,3,5,6,Diversification (enhanced),compound FY22-FY23,1.0
S85_v0.5_1,Upside,New data centre investment,MTN builds Tier‑4 data centre,EBITDA,delta,0.0828,4,3,2,Digital infrastructure,cloud revenue,0.5
S33_v1.0_1,Shock,Ransomware - core network 10-day outage,"Full network outage due to ransomware, 10 days",FIN01,pct,-19.947,1,5,4,Cyber insurance,MTN Nigeria 2023 analogue,1.0
S61_v0.5_2,Upside,Policy rate cut to 20% (stimulus),BoG cuts rate aggressively,FIN03,delta,0.8704,3,3,2,Debt restructuring,interest saving,0.5
S38_v1.5_2,Shock,National grid + telecoms cyberattack,State‑sponsored attack on grid and telcos,SitesOffline,pct,33.19,1,5,8,National security,extreme scenario,1.5
S62_v1.0_1,Stress,Ghana GDP growth 0% (stagnation),GDP growth 0% (stagnation),Subscribers,pct,-0.9819,3,3,2,Cost rationalisation (enhanced),disposable income,1.0
S47_v1.5_2,Stress,ECG load-shedding Stage 6 - 6 months,"Daily 8‑hour power cuts, diesel costs quadruple",SiteAvailability,delta,-4.6012,3,4,4,Alternative power (enhanced),service uptime,1.5
S31_v1.5_1,Stress,Data Protection Act fine - major enforcement,DPC fines MTN GHS 500m for data breach,ComplianceOpex,abs,289.9155,3,3,2,Data compliance,remediation cost,1.5
S01_v0.5_2,Stress,Cedi devaluation -25%,Cedi drops 25% vs USD over 2 quarters,FIN03,delta,-1.0434,3,4,3,Emergency tariff repricing,FY22 analogue 0.32 elasticity,0.5
S46_v1.0_1,Stress,Starlink Ghana rural expansion,Starlink launches low‑cost rural satellite broadband,RuralDataSubs,pct,-5.6455,3,3,2,Satellite partnership (enhanced),competitive threat,1.0
S09_v1.5_2,Shock,Mass data privacy breach,Customer data of 5M users leaked online,Churn,pct,7.0754,2,4,4,Data governance,customer flight,1.5
S21_v1.0_2,Stress,Cocoa/commodity crash - fiscal squeeze,"Cocoa prices fall 40%, export revenues drop",MoMoVolumes,pct,-7.2797,3,3,2,FX hedging,transaction value,1.0
S56_v1.5_1,Combined,Perfect storm (macro+cyber+regulatory+climate),Worst‑case combined event,FIN03,delta,-11.5744,1,5,8,Comprehensive resilience (enhanced),severe margin,1.5
S14_v0.5_2,Combined,Reverse-FY25 - all tailwinds vanish,"Cedi weakens, inflation rises, regulatory crackdown",FIN01,pct,-2.3383,3,5,4,Base case review,FY22 data,0.5
S19_v1.5_2,Upside,Cedi appreciation +30%,Cedi strengthens 30% on oil windfall,FIN03,delta,4.3484,3,3,2,Shareholder returns,FY25 tailwind,1.5
S52_v0.5_2,Upside,5G early mover - enterprise revenue surge,"MTN launches 5G first, grabs enterprise share",EnterpriseRev,pct,12.919,3,3,4,5G investment,FY26 forecast,0.5
S42_v1.5_2,Stress,AT Ghana recapitalisation,"AirtelTigo gets new investor, aggressive marketing",Churn,pct,2.3163,3,3,2,Marketing efficiency,subscriber retention,1.5
S63_v0.5_1,Stress,NCA small fine GHS 100m,Minor compliance fine,Fine,abs,50.5635,4,2,1,Compliance,industry norm,0.5
S58_v1.0_2,Stress,Cedi devaluation -50% (extreme),"Cedi loses 50% in 6 months, hyperinflation",OPS04,pct,-32.7234,1,6,8,Contingency planning,ARPU halved,1.0
S72_v0.5_1,Stress,ECG load-shedding Stage 3 - 3 months,Daily 4‑hour power cuts,SiteAvailability,delta,-0.5161,4,3,3,Power backup,minor degradation,0.5
S87_v1.0_1,Upside,Currency swap agreement (China),Direct GHS/CNY settlement reduces USD exposure,FXCost,delta,-0.2026,4,3,2,Innovative hedging,lower cost,1.0
S29_v1.5_1,Shock,NCA partial licence revocation,NCA revokes MTN's data licence in 2 regions,FIN01,pct,-41.4869,1,5,8,Legal defence,extreme tail risk,1.5
S46_v0.5_2,Stress,Starlink Ghana rural expansion,Starlink launches low‑cost rural satellite broadband,RuralDataSubs,pct,-2.5658,3,3,2,Satellite partnership (enhanced),competitive threat,0.5
S84_v1.5_2,Stress,Removal of roaming surcharge,ECOWAS free roaming enforced,FIN01,pct,-0.4823,4,2,1,Regional negotiation,small erosion,1.5
S69_v1.5_2,Stress,MoMo fraud surge +200%,"Fraud losses double, customer trust dips",SEG03,pct,-8.3473,3,3,2,Fraud detection,trust erosion,1.5
S34_v1.5_2,Shock,MoMo vendor insolvency - forced migration,"MoMo platform vendor goes bankrupt, 15‑day migration",MoMoOutage,delta,26.3939,2,4,6,Vendor diversification,service disruption,1.5
S41_v1.5_1,Shock,New MVNO entry - tech giant,Amazon or Google launches MVNO in Ghana,DataARPU,pct,-22.5684,2,4,3,Strategic partnership,international MVNO impact,1.5
S81_v1.5_1,Stress,Starlink urban expansion,Starlink offers competitive urban data bundles,DataARPU,pct,-3.9937,3,3,2,Satellite strategy,price pressure,1.5
S57_v1.5_1,Stress,Cedi devaluation -15% (mild),Cedi weakens 15% gradually,FIN01,pct,-5.4975,3,2,2,Tariff repricing,0.32 elasticity,1.5
S67_v1.0_2,Upside,5G auction win - MTN leads,MTN wins 5G spectrum cheaply,DataARPU,pct,1.4098,4,3,3,5G leadership,premium pricing,1.0
S54_v1.0_1,Upside,Ghana GDP 8%+ super-cycle,"Oil & mining boom, GDP growth >8%",OPS04,pct,10.0083,2,3,2,Macro hedging,ARPU uplift,1.0
S10_v0.5_2,Shock,Competitive intensification (ARPU pressure),Price war cuts data tariffs 30% across market,FIN01,pct,-2.6554,3,4,2,Product differentiation (enhanced),revenue erosion,0.5
S14_v0.5_1,Combined,Reverse-FY25 - all tailwinds vanish,"Cedi weakens, inflation rises, regulatory crackdown",FIN03,delta,-2.3203,3,5,4,Base case review (enhanced),opposite of FY25,0.5
S67_v1.0_1,Upside,5G auction win - MTN leads,MTN wins 5G spectrum cheaply,DataARPU,pct,1.5359,4,3,3,5G leadership (enhanced),premium pricing,1.0
S58_v0.5_1,Stress,Cedi devaluation -50% (extreme),"Cedi loses 50% in 6 months, hyperinflation",OPS04,pct,-17.1014,1,6,8,Contingency planning (enhanced),ARPU halved,0.5
S13_v1.0_1,Combined,Network crisis + climate compound,Major outage + flooding + diesel shortage,OPS07,delta,-3.0775,2,5,6,Resilience investment (enhanced),coverage loss,1.0
S80_v1.0_1,Stress,Free MoMo transaction period,Govt mandates 6 months zero fees,SEG03,pct,-11.7368,4,3,2,Fintech reprieve (enhanced),waiver impact,1.0
S05_v0.5_2,Stress,ECG tariff +40%,Power utility raises tariffs 40%,FIN03,delta,-1.0055,3,3,1,Energy efficiency,pass-through cost,0.5
S09_v1.5_1,Shock,Mass data privacy breach,Customer data of 5M users leaked online,Fine,abs,288.6013,2,4,4,Data governance,regulatory penalty,1.5
S17_v1.0_1,Stress,BoG emergency rate hike to 35%,MPC hikes policy rate to 35% in emergency meeting,Dividend,pct,-58.853,2,4,2,Refinancing (enhanced),cash preservation,1.0
S29_v1.0_1,Shock,NCA partial licence revocation,NCA revokes MTN's data licence in 2 regions,SubscriberExodus,pct,-19.079,1,5,8,Legal defence,market loss,1.0
S52_v0.5_1,Upside,5G early mover - enterprise revenue surge,"MTN launches 5G first, grabs enterprise share",EnterpriseRev,pct,14.1726,3,3,4,5G investment,FY26 forecast,0.5
S45_v0.5_2,Stress,OTT substitution accelerates - voice collapse,WhatsApp voice + video kills traditional voice,SMSRev,pct,-14.9309,4,3,2,OTT monetisation,declining usage,0.5
S29_v1.0_2,Shock,NCA partial licence revocation,NCA revokes MTN's data licence in 2 regions,GroupWriteDown,delta,0.955,1,5,8,Legal defence,impairment,1.0
S03_v0.5_2,Stress,MoMo e-levy increase to 1.5%,Govt raises e-levy from 1% to 1.5%,SEG03,pct,-11.8549,3,4,2,Pricing strategy,Q2 2022 e-levy impact,0.5
S29_v1.5_1,Shock,NCA partial licence revocation,NCA revokes MTN's data licence in 2 regions,SubscriberExodus,pct,-32.7583,1,5,8,Legal defence,market loss,1.5
S08_v0.5_2,Shock,Major flood - 300+ sites down,Heavy rains damage 300 cell sites across south,OPS01,pct,-0.4905,2,3,2,Disaster recovery,subscriber disruption,0.5
S43_v1.0_2,Stress,Price war - all operators cut data 40%,"Industry‑wide data price war, 40% cuts",FIN01,pct,-13.1144,3,4,2,Cost leadership,2018 price war,1.0
S40_v1.5_2,Stress,Telecel aggressive bundle reset,Telecel launches low‑price voice+data bundle,CAC,pct,28.8387,4,3,2,Value proposition,customer acquisition,1.5
S38_v1.5_1,Shock,National grid + telecoms cyberattack,State‑sponsored attack on grid and telcos,EmergencyOpex,pct,39.8574,1,5,8,National security (enhanced),restoration cost,1.5
S18_v1.5_2,Stress,Ghana sovereign downgrade to junk,"Moody's cuts Ghana to Caa1, foreign debt frozen",FXRepatriation,delta,1.5058,2,4,6,Onshore reinvestment,FY22 freeze,1.5
S27_v0.5_1,Stress,Parliament social tariff floor,"Minimum data price floor removed, intense price war",FIN01,pct,-2.8745,3,4,2,Pricing strategy,Kenya precedent,0.5
S36_v1.5_2,Shock,Subsea cable cut - bandwidth crisis,"International fibre cut, 50% capacity loss for 3 weeks",EnterpriseRevenue,pct,-11.9369,2,3,1,Alternative routing,2024 WACS outage,1.5
S52_v1.5_1,Upside,5G early mover - enterprise revenue surge,"MTN launches 5G first, grabs enterprise share",DataARPU,pct,24.6836,3,3,4,5G investment,premium pricing,1.5
S37_v0.5_2,Stress,AI-driven MoMo fraud surge +500%,AI fraud attacks cause massive MoMo losses,FraudLosses,abs,123.6143,3,4,2,AI fraud detection (enhanced),Kenya fraud trend,0.5
S63_v1.5_2,Stress,NCA small fine GHS 100m,Minor compliance fine,FIN03,delta,-0.8236,4,2,1,Compliance,one‑off impact,1.5
S60_v0.5_2,Stress,Inflation 35% (severe),CPI hits 35% after currency crisis,Opex,pct,13.1483,2,5,3,Price elasticity,cost pass-through,0.5
S01_v0.5_1,Stress,Cedi devaluation -25%,Cedi drops 25% vs USD over 2 quarters,FIN01,pct,-4.1589,3,4,3,Emergency tariff repricing (enhanced),FY22 analogue 0.32 elasticity,0.5
S34_v0.5_1,Shock,MoMo vendor insolvency - forced migration,"MoMo platform vendor goes bankrupt, 15‑day migration",MoMoOutage,delta,7.7212,2,4,6,Vendor diversification (enhanced),service disruption,0.5
S22_v0.5_1,Stress,Oil price spike - pass-through inflation,"Crude oil +50%, diesel +80%",DieselCost,pct,18.7352,3,3,1,Energy transition,FY22 fuel price,0.5
S23_v1.5_1,Shock,BoG FX intervention failure - disorderly devaluation,"Cedi hits 18 GHS/USD, BoG runs out of reserves",USDPayables,pct,45.2201,2,5,6,Hard currency reserves,liquidity crisis,1.5
S18_v1.5_1,Stress,Ghana sovereign downgrade to junk,"Moody's cuts Ghana to Caa1, foreign debt frozen",RiskPremium,delta,810.3776,2,4,6,Onshore reinvestment,sovereign spread,1.5
S56_v1.5_1,Combined,Perfect storm (macro+cyber+regulatory+climate),Worst‑case combined event,Dividend,abs,0.0092,1,5,8,Comprehensive resilience,suspended,1.5
S43_v0.5_1,Stress,Price war - all operators cut data 40%,"Industry‑wide data price war, 40% cuts",FIN01,pct,-5.826,3,4,2,Cost leadership (enhanced),2018 price war,0.5
S29_v1.5_1,Shock,NCA partial licence revocation,NCA revokes MTN's data licence in 2 regions,GroupWriteDown,delta,1.5746,1,5,8,Legal defence,impairment,1.5
S42_v0.5_2,Stress,AT Ghana recapitalisation,"AirtelTigo gets new investor, aggressive marketing",Churn,pct,1.0209,3,3,2,Marketing efficiency,subscriber retention,0.5
S84_v1.5_1,Stress,Removal of roaming surcharge,ECOWAS free roaming enforced,FIN01,pct,-0.508,4,2,1,Regional negotiation,small erosion,1.5
S66_v1.5_1,Stress,Tariff floor removal only,"Price floor removed, moderate competition",FIN01,pct,-5.9122,3,3,2,Value stacking,Kenya analogue,1.5
S10_v1.5_1,Shock,Competitive intensification (ARPU pressure),Price war cuts data tariffs 30% across market,OPS01,pct,-3.8343,3,4,2,Product differentiation,subscriber churn,1.5
S08_v1.5_2,Shock,Major flood - 300+ sites down,Heavy rains damage 300 cell sites across south,FIN01,pct,-3.2529,2,3,2,Disaster recovery,FY21 flooding impact,1.5
S57_v0.5_1,Stress,Cedi devaluation -15% (mild),Cedi weakens 15% gradually,FIN01,pct,-1.9415,3,2,2,Tariff repricing,0.32 elasticity,0.5
S34_v1.0_2,Shock,MoMo vendor insolvency - forced migration,"MoMo platform vendor goes bankrupt, 15‑day migration",MoMoUsers,pct,-12.1791,2,4,6,Vendor diversification (enhanced),churn,1.0
S72_v1.5_2,Stress,ECG load-shedding Stage 3 - 3 months,Daily 4‑hour power cuts,DieselOpex,abs,336.5116,4,3,3,Power backup (enhanced),FY23 level,1.5
S81_v0.5_1,Stress,Starlink urban expansion,Starlink offers competitive urban data bundles,DataARPU,pct,-1.4109,3,3,2,Satellite strategy,price pressure,0.5
S06_v0.5_1,Shock,Major cyber breach - 5-day MoMo outage,Ransomware locks MoMo platform for 5 days,FIN02,pct,-1.5626,2,5,3,Cyber resilience (enhanced),revenue loss + fines,0.5
S85_v1.0_2,Upside,New data centre investment,MTN builds Tier‑4 data centre,EBITDA,delta,0.2012,4,3,2,Digital infrastructure,cloud revenue,1.0
S11_v0.5_2,Combined,Ghana macro reversal,"IMF suspension, cedi collapse, inflation spike",FIN03,delta,-2.0188,3,5,6,Diversification (enhanced),compound margin impact,0.5
S22_v1.0_2,Stress,Oil price spike - pass-through inflation,"Crude oil +50%, diesel +80%",DieselCost,pct,38.3641,3,3,1,Energy transition (enhanced),FY22 fuel price,1.0
S34_v0.5_1,Shock,MoMo vendor insolvency - forced migration,"MoMo platform vendor goes bankrupt, 15‑day migration",MoMoUsers,pct,-6.1197,2,4,6,Vendor diversification (enhanced),churn,0.5
S16_v1.5_1,Stress,Hyperinflation return - 50%+,"Inflation exceeds 50%, currency crisis deepens",Opex,pct,52.0282,2,5,6,Cost pass-through (enhanced),FY22 extreme,1.5
S56_v0.5_1,Combined,Perfect storm (macro+cyber+regulatory+climate),Worst‑case combined event,SEG03,pct,-17.805,1,5,8,Comprehensive resilience,MoMo wipeout,0.5
S79_v1.0_1,Stress,Mobile termination rate cut,Regulator cuts MTR by 50%,FIN01,pct,-1.5613,4,3,2,Wholesale pricing (enhanced),revenue loss,1.0
S04_v1.0_2,Stress,Sovereign debt freeze,"IMF programme stalls, donors cut aid",WorkingCapital,delta,17.9559,2,4,6,Repatriation planning,FY22 working capital impact,1.0
S17_v1.0_2,Stress,BoG emergency rate hike to 35%,MPC hikes policy rate to 35% in emergency meeting,CapexFinancing,pct,37.2439,2,4,2,Refinancing (enhanced),FY22 rate spike,1.0
S08_v1.5_2,Shock,Major flood - 300+ sites down,Heavy rains damage 300 cell sites across south,Capex,pct,23.6725,2,3,2,Disaster recovery,replacement cost,1.5
S17_v0.5_1,Stress,BoG emergency rate hike to 35%,MPC hikes policy rate to 35% in emergency meeting,Dividend,pct,-30.1165,2,4,2,Refinancing,cash preservation,0.5
S36_v1.0_1,Shock,Subsea cable cut - bandwidth crisis,"International fibre cut, 50% capacity loss for 3 weeks",EnterpriseRevenue,pct,-7.6423,2,3,1,Alternative routing (enhanced),2024 WACS outage,1.0
S19_v1.0_1,Upside,Cedi appreciation +30%,Cedi strengthens 30% on oil windfall,FIN03,delta,3.081,3,3,2,Shareholder returns,FY25 tailwind,1.0
S09_v0.5_1,Shock,Mass data privacy breach,Customer data of 5M users leaked online,Fine,abs,93.6598,2,4,4,Data governance,regulatory penalty,0.5
S34_v1.5_2,Shock,MoMo vendor insolvency - forced migration,"MoMo platform vendor goes bankrupt, 15‑day migration",MoMoUsers,pct,-18.2795,2,4,6,Vendor diversification (enhanced),churn,1.5
S51_v1.0_2,Stress,Labour dispute - extended strike,Union strikes for 4 weeks over pay,Opex,abs,169.5408,2,3,2,Employee relations,FY21 strike cost,1.0
S52_v1.0_1,Upside,5G early mover - enterprise revenue surge,"MTN launches 5G first, grabs enterprise share",EnterpriseRev,pct,26.1167,3,3,4,5G investment,FY26 forecast,1.0
S08_v1.0_2,Shock,Major flood - 300+ sites down,Heavy rains damage 300 cell sites across south,OPS01,pct,-0.8506,2,3,2,Disaster recovery,subscriber disruption,1.0
